date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2022-06-03,AAPL,2022-07-01,175.0,Call,0.12,0.14,0.3357,0.0261,0.0045,-0.0147,0.0244,0.0028
2022-06-03,AAPL,2022-07-01,175.0,Put,29.3,30.35,0.3822,-0.958,0.0063,-0.0225,0.0364,-0.0571
2022-06-03,AAPL,2022-07-01,180.0,Call,0.08,0.09,0.3547,0.0171,0.003,-0.0108,0.017,0.0018
2022-06-03,AAPL,2022-07-01,180.0,Put,34.55,34.85,0.382,-0.9788,0.0039,-0.0122,0.0219,-0.0409
2022-06-03,AAPL,2022-07-01,185.0,Call,0.05,0.07,0.3752,0.0119,0.002,-0.0084,0.0125,0.0013
2022-06-03,AAPL,2022-07-01,185.0,Put,38.95,40.25,0.3752,-0.9926,0.0022,-0.0044,0.0096,-0.0159
2022-06-03,AAPL,2022-07-01,190.0,Call,0.04,0.06,0.4015,0.0095,0.0016,-0.0074,0.0103,0.0010
2022-06-03,AAPL,2022-07-01,190.0,Put,44.2,45.2,0.4617,-0.9819,0.0028,-0.0129,0.0196,-0.0415
2022-06-03,AAPL,2022-07-22,100.0,Call,43.9,47.8,0.572,0.971,0.0022,-0.0226,0.0353,0.1279
2022-06-03,AAPL,2022-07-22,100.0,Put,0.24,0.3,0.5417,-0.0233,0.0019,-0.0162,0.0294,-0.0049
2022-06-03,AAPL,2022-07-22,105.0,Call,39.0,43.0,0.5422,0.9593,0.003,-0.0278,0.0466,0.1322
2022-06-03,AAPL,2022-07-22,105.0,Put,0.31,0.42,0.5075,-0.0323,0.0027,-0.0198,0.0385,-0.0068
2022-06-03,AAPL,2022-07-22,110.0,Call,34.2,38.1,0.504,0.9461,0.0041,-0.0321,0.0583,0.1361
2022-06-03,AAPL,2022-07-22,110.0,Put,0.53,0.59,0.4866,-0.0485,0.0039,-0.0265,0.0536,-0.0102
2022-06-03,AAPL,2022-07-22,115.0,Call,30.25,33.4,0.5255,0.9064,0.006,-0.0498,0.089,0.1342
2022-06-03,AAPL,2022-07-22,115.0,Put,0.74,0.84,0.4583,-0.0686,0.0054,-0.0327,0.0704,-0.0145
2022-06-03,AAPL,2022-07-22,120.0,Call,25.05,28.55,0.4502,0.8947,0.0076,-0.0468,0.0971,0.1386
2022-06-03,AAPL,2022-07-22,120.0,Put,1.08,1.18,0.4325,-0.0974,0.0075,-0.0401,0.0917,-0.0205
2022-06-03,AAPL,2022-07-22,125.0,Call,21.35,23.6,0.4366,0.8486,0.0101,-0.0578,0.1249,0.1354
2022-06-03,AAPL,2022-07-22,125.0,Put,1.59,1.7,0.4101,-0.1385,0.0101,-0.0488,0.1177,-0.0292
2022-06-03,AAPL,2022-07-22,130.0,Call,17.55,19.1,0.4176,0.7922,0.0129,-0.067,0.1526,0.1300
2022-06-03,AAPL,2022-07-22,130.0,Put,2.32,2.46,0.3892,-0.194,0.0133,-0.0578,0.1504,-0.0379
2022-06-03,AAPL,2022-07-22,135.0,Call,13.1,15.4,0.3864,0.7262,0.0162,-0.0718,0.1773,0.1226
2022-06-03,AAPL,2022-07-22,135.0,Put,3.4,3.55,0.3713,-0.2677,0.0167,-0.0659,0.175,-0.0519
2022-06-03,AAPL,2022-07-22,140.0,Call,9.95,11.4,0.3647,0.6393,0.0193,-0.0759,0.1994,0.1104
2022-06-03,AAPL,2022-07-22,140.0,Put,4.8,5.0,0.3517,-0.3579,0.02,-0.0706,0.2014,-0.0680
2022-06-03,AAPL,2022-07-22,145.0,Call,7.4,7.55,0.3401,0.5365,0.0219,-0.0749,0.2116,0.0946
2022-06-03,AAPL,2022-07-22,145.0,Put,6.7,6.95,0.3336,-0.4645,0.0225,-0.071,0.2116,-0.0866
2022-06-03,AAPL,2022-07-22,150.0,Call,4.95,5.05,0.325,0.4229,0.0226,-0.0703,0.2085,0.0758
2022-06-03,AAPL,2022-07-22,150.0,Put,8.75,9.75,0.3137,-0.5827,0.0235,-0.0651,0.2093,-0.1047
2022-06-03,AAPL,2022-07-22,155.0,Call,3.05,3.2,0.312,0.3105,0.0212,-0.0608,0.188,0.0564
2022-06-03,AAPL,2022-07-22,155.0,Put,11.9,13.2,0.3088,-0.6934,0.0216,-0.0572,0.1888,-0.1188
2022-06-03,AAPL,2022-07-22,160.0,Call,1.77,1.91,0.3026,0.212,0.018,-0.0483,0.1543,0.0389
2022-06-03,AAPL,2022-07-22,160.0,Put,15.85,17.7,0.331,-0.7668,0.0176,-0.0532,0.1681,-0.1266
2022-06-03,AAPL,2022-07-22,165.0,Call,1.02,1.11,0.2994,0.1379,0.0138,-0.0363,0.1173,0.0255
2022-06-03,AAPL,2022-07-22,165.0,Put,19.0,21.85,0.2879,-0.8761,0.0138,-0.03,0.1152,-0.1203
2022-06-03,AAPL,2022-07-22,170.0,Call,0.57,0.66,0.3002,0.0872,0.0099,-0.0261,0.0845,0.0162
2022-06-03,AAPL,2022-07-22,170.0,Put,23.1,27.0,0.2918,-0.9235,0.0098,-0.0208,0.0781,-0.1084
2022-06-03,AAPL,2022-07-22,175.0,Call,0.32,0.39,0.303,0.0542,0.0068,-0.0183,0.0585,0.0101
2022-06-03,AAPL,2022-07-22,175.0,Put,27.95,31.7,0.2951,-0.9559,0.0066,-0.0132,0.0543,-0.0873
2022-06-03,AAPL,2022-07-22,180.0,Call,0.17,0.25,0.308,0.0338,0.0046,-0.0127,0.04,0.0063
2022-06-03,AAPL,2022-07-22,180.0,Put,32.5,36.6,0.308,-0.9716,0.0047,-0.0093,0.0376,-0.0696
2022-06-03,AAPL,2022-07-22,185.0,Call,0.09,0.17,0.3153,0.0217,0.0031,-0.009,0.0276,0.0041
2022-06-03,AAPL,2022-07-22,185.0,Put,37.7,41.55,0.2831,-0.9954,0.0022,-0.0013,0.0092,-0.0050
2022-06-03,AAPL,2022-07-22,190.0,Call,0.08,0.13,0.3339,0.0171,0.0024,-0.0077,0.0225,0.0032
2022-06-03,AAPL,2022-07-22,190.0,Put,42.75,46.45,0.3339,-0.9889,0.0025,-0.0042,0.0173,-0.0304
2022-06-06,AAPL,2022-06-17,102.5,Call,41.5,45.15,0.7099,0.9984,0.0003,-0.0067,0.0013,0.0308
2022-06-06,AAPL,2022-06-17,102.5,Put,0.01,0.02,0.6165,-0.0004,0.0001,-0.001,0.0003,0.0000
2022-06-06,AAPL,2022-06-17,106.25,Call,38.6,41.4,0.7099,0.996,0.0007,-0.0122,0.003,0.0318
2022-06-06,AAPL,2022-06-17,106.25,Put,0.01,0.05,0.6165,-0.0012,0.0003,-0.0028,0.001,-0.0001
2022-06-06,AAPL,2022-06-17,110.0,Call,34.7,37.65,0.7099,0.9911,0.0013,-0.0222,0.0061,0.0327
2022-06-06,AAPL,2022-06-17,110.0,Put,0.02,0.04,0.6165,-0.0034,0.0006,-0.0072,0.0026,-0.0002
2022-06-06,AAPL,2022-06-17,113.75,Call,31.0,33.9,0.7099,0.982,0.0025,-0.0388,0.0112,0.0334
2022-06-06,AAPL,2022-06-17,113.75,Put,0.01,0.06,0.6165,-0.0082,0.0014,-0.016,0.0057,-0.0004
2022-06-06,AAPL,2022-06-17,117.5,Call,26.9,30.2,0.6464,0.9774,0.0033,-0.0427,0.0136,0.0343
2022-06-06,AAPL,2022-06-17,117.5,Put,0.05,0.1,0.5942,-0.015,0.0025,-0.0259,0.0096,-0.0007
2022-06-06,AAPL,2022-06-17,120.0,Call,25.05,27.55,0.5829,0.9773,0.0036,-0.0389,0.0137,0.0351
2022-06-06,AAPL,2022-06-17,120.0,Put,0.1,0.13,0.5719,-0.0208,0.0034,-0.0329,0.0127,-0.0009
2022-06-06,AAPL,2022-06-17,125.0,Call,20.05,22.25,0.5177,0.963,0.0062,-0.051,0.0205,0.0359
2022-06-06,AAPL,2022-06-17,125.0,Put,0.19,0.21,0.5177,-0.037,0.0062,-0.0481,0.0205,-0.0017
2022-06-06,AAPL,2022-06-17,128.0,Call,17.3,19.4,0.442,0.9616,0.0074,-0.0453,0.0211,0.0368
2022-06-06,AAPL,2022-06-17,128.0,Put,0.29,0.3,0.4898,-0.0543,0.0089,-0.062,0.0279,-0.0025
2022-06-06,AAPL,2022-06-17,132.0,Call,13.55,16.1,0.4877,0.894,0.0148,-0.1057,0.0464,0.0349
2022-06-06,AAPL,2022-06-17,132.0,Put,0.49,0.55,0.458,-0.0929,0.0143,-0.0875,0.0422,-0.0042
2022-06-06,AAPL,2022-06-17,134.0,Call,11.8,13.4,0.3855,0.9088,0.0168,-0.0757,0.0416,0.0362
2022-06-06,AAPL,2022-06-17,134.0,Put,0.67,0.72,0.4434,-0.1212,0.0179,-0.1026,0.0511,-0.0055
2022-06-06,AAPL,2022-06-17,137.0,Call,9.6,11.5,0.4667,0.7999,0.0237,-0.1532,0.071,0.0320
2022-06-06,AAPL,2022-06-17,137.0,Put,1.04,1.1,0.4221,-0.1781,0.0244,-0.1267,0.068,-0.0076
2022-06-06,AAPL,2022-06-17,140.0,Call,7.6,8.3,0.4194,0.7355,0.0308,-0.1606,0.083,0.0300
2022-06-06,AAPL,2022-06-17,140.0,Put,1.61,1.69,0.4041,-0.2574,0.0316,-0.1502,0.081,-0.0110
2022-06-06,AAPL,2022-06-17,143.0,Call,5.55,5.75,0.3853,0.6413,0.0382,-0.1681,0.0948,0.0265
2022-06-06,AAPL,2022-06-17,143.0,Put,2.44,2.56,0.3877,-0.3594,0.0382,-0.1668,0.0941,-0.0151
2022-06-06,AAPL,2022-06-17,146.0,Call,3.75,3.95,0.372,0.5204,0.0422,-0.1727,0.101,0.0217
2022-06-06,AAPL,2022-06-17,146.0,Put,3.55,3.75,0.3693,-0.48,0.0428,-0.169,0.1011,-0.0198
2022-06-06,AAPL,2022-06-17,149.0,Call,2.32,2.42,0.3532,0.3892,0.0428,-0.1575,0.0972,0.0164
2022-06-06,AAPL,2022-06-17,149.0,Put,5.15,5.35,0.3587,-0.6094,0.0425,-0.1576,0.0962,-0.0242
2022-06-06,AAPL,2022-06-17,152.5,Call,1.21,1.28,0.343,0.2477,0.0364,-0.126,0.0802,0.0105
2022-06-06,AAPL,2022-06-17,152.5,Put,7.05,7.75,0.3211,-0.769,0.0377,-0.1109,0.0781,-0.0282
2022-06-06,AAPL,2022-06-17,155.0,Call,0.72,0.75,0.3378,0.1659,0.0291,-0.0976,0.0632,0.0071
2022-06-06,AAPL,2022-06-17,155.0,Put,9.25,10.15,0.3588,-0.8197,0.0291,-0.1067,0.0664,-0.0293
2022-06-06,AAPL,2022-06-17,157.5,Call,0.39,0.43,0.3337,0.104,0.0213,-0.0699,0.0458,0.0045
2022-06-06,AAPL,2022-06-17,157.5,Put,11.15,13.05,0.4022,-0.8506,0.023,-0.1057,0.0604,-0.0299
2022-06-06,AAPL,2022-06-17,160.0,Call,0.23,0.25,0.3382,0.0655,0.0149,-0.05,0.0323,0.0028
2022-06-06,AAPL,2022-06-17,160.0,Put,13.75,15.0,0.4139,-0.8904,0.0181,-0.0873,0.0482,-0.0296
2022-06-06,AAPL,2022-06-17,165.0,Call,0.08,0.1,0.3557,0.0267,0.0069,-0.0255,0.0157,0.0011
2022-06-06,AAPL,2022-06-17,165.0,Put,17.7,19.65,0.3557,-0.9755,0.0069,-0.0217,0.0151,-0.0196
2022-06-06,AAPL,2022-06-17,167.5,Call,0.01,0.07,0.3767,0.0202,0.0051,-0.0213,0.0124,0.0009
2022-06-06,AAPL,2022-06-17,167.5,Put,20.1,22.55,0.3802,-0.981,0.0053,-0.0185,0.0122,-0.0180
2022-06-06,AAPL,2022-06-17,170.0,Call,0.05,0.06,0.3977,0.0156,0.0039,-0.0181,0.01,0.0007
2022-06-06,AAPL,2022-06-17,170.0,Put,22.6,25.2,0.4047,-0.9849,0.0042,-0.0161,0.0102,-0.0165
2022-06-06,AAPL,2022-06-17,175.0,Call,0.02,0.03,0.4187,0.0073,0.0019,-0.0098,0.0051,0.0003
2022-06-06,AAPL,2022-06-17,175.0,Put,27.45,31.0,0.6419,-0.942,0.0072,-0.0835,0.0293,-0.0300
2022-06-06,AAPL,2022-06-17,180.0,Call,0.02,0.03,0.4755,0.0065,0.0015,-0.0101,0.0047,0.0003
2022-06-06,AAPL,2022-06-17,180.0,Put,33.25,35.65,0.791,-0.9274,0.007,-0.1235,0.0357,-0.0327
2022-06-06,AAPL,2022-06-17,185.0,Call,0.01,0.02,0.4755,0.0025,0.0006,-0.0042,0.0019,0.0001
2022-06-06,AAPL,2022-06-17,185.0,Put,37.45,40.85,0.791,-0.9516,0.0051,-0.0892,0.0266,-0.0309
2022-06-06,AAPL,2022-06-17,190.0,Call,0.01,0.02,0.4755,0.0009,0.0002,-0.0016,0.0007,0.0000
2022-06-06,AAPL,2022-06-17,190.0,Put,42.5,45.4,0.791,-0.9687,0.0036,-0.0619,0.0197,-0.0281
2022-06-06,AAPL,2022-07-01,100.0,Call,44.05,47.7,0.602,0.9936,0.0008,-0.0106,0.0069,0.0678
2022-06-06,AAPL,2022-07-01,100.0,Put,0.05,0.1,0.602,-0.0064,0.0008,-0.0082,0.0069,-0.0007
2022-06-06,AAPL,2022-07-01,105.0,Call,39.05,42.75,0.602,0.9854,0.0016,-0.0195,0.0141,0.0703
2022-06-06,AAPL,2022-07-01,105.0,Put,0.09,0.16,0.602,-0.0146,0.0016,-0.017,0.0141,-0.0015
2022-06-06,AAPL,2022-07-01,110.0,Call,35.8,37.55,0.4973,0.9879,0.0017,-0.0146,0.0121,0.0740
2022-06-06,AAPL,2022-07-01,110.0,Put,0.1,0.21,0.56,-0.0219,0.0024,-0.0223,0.02,-0.0023
2022-06-06,AAPL,2022-07-01,115.0,Call,29.25,32.9,0.3926,0.9916,0.0015,-0.0096,0.0088,0.0778
2022-06-06,AAPL,2022-07-01,115.0,Put,0.13,0.38,0.5181,-0.0329,0.0037,-0.029,0.0281,-0.0035
2022-06-06,AAPL,2022-07-01,120.0,Call,24.4,28.05,0.2878,0.9961,0.001,-0.0054,0.0044,0.0817
2022-06-06,AAPL,2022-07-01,120.0,Put,0.29,0.5,0.4761,-0.0496,0.0056,-0.0371,0.0392,-0.0052
2022-06-06,AAPL,2022-07-01,125.0,Call,20.65,22.65,0.4043,0.9377,0.0079,-0.0407,0.0469,0.0790
2022-06-06,AAPL,2022-07-01,125.0,Put,0.57,0.67,0.4402,-0.0779,0.0087,-0.0488,0.0557,-0.0082
2022-06-06,AAPL,2022-07-01,130.0,Call,16.35,18.3,0.4209,0.8693,0.0132,-0.071,0.0812,0.0751
2022-06-06,AAPL,2022-07-01,130.0,Put,1.03,1.1,0.4154,-0.1276,0.0132,-0.0661,0.0822,-0.0127
2022-06-06,AAPL,2022-07-01,135.0,Call,12.8,13.75,0.4156,0.785,0.0184,-0.0953,0.1117,0.0695
2022-06-06,AAPL,2022-07-01,135.0,Put,1.73,1.82,0.3899,-0.202,0.019,-0.0836,0.11,-0.0199
2022-06-06,AAPL,2022-07-01,140.0,Call,8.95,9.25,0.3639,0.6931,0.0252,-0.1,0.1343,0.0631
2022-06-06,AAPL,2022-07-01,140.0,Put,2.86,2.98,0.3666,-0.3081,0.0252,-0.098,0.1345,-0.0299
2022-06-06,AAPL,2022-07-01,145.0,Call,5.85,6.0,0.3483,0.5549,0.0297,-0.1071,0.1511,0.0515
2022-06-06,AAPL,2022-07-01,145.0,Put,4.55,4.8,0.3463,-0.4454,0.03,-0.1036,0.1517,-0.0421
2022-06-06,AAPL,2022-07-01,150.0,Call,3.25,3.5,0.3261,0.399,0.031,-0.0976,0.1476,0.0376
2022-06-06,AAPL,2022-07-01,150.0,Put,7.0,7.9,0.346,-0.5942,0.0295,-0.1011,0.15,-0.0544
2022-06-06,AAPL,2022-07-01,155.0,Call,1.71,1.81,0.3158,0.2534,0.0265,-0.0782,0.1224,0.0242
2022-06-06,AAPL,2022-07-01,155.0,Put,9.15,11.6,0.3018,-0.7591,0.0273,-0.0698,0.1188,-0.0631
2022-06-06,AAPL,2022-07-01,160.0,Call,0.78,0.84,0.3072,0.1401,0.019,-0.0528,0.0852,0.0135
2022-06-06,AAPL,2022-07-01,160.0,Put,14.2,15.4,0.3301,-0.8431,0.0193,-0.0584,0.0918,-0.0654
2022-06-06,AAPL,2022-07-01,165.0,Call,0.35,0.4,0.3094,0.0733,0.0118,-0.0332,0.0532,0.0071
2022-06-06,AAPL,2022-07-01,165.0,Put,18.25,20.6,0.3526,-0.8993,0.0134,-0.0452,0.0711,-0.0633
2022-06-06,AAPL,2022-07-01,170.0,Call,0.18,0.19,0.3189,0.0389,0.0069,-0.0207,0.0322,0.0038
2022-06-06,AAPL,2022-07-01,170.0,Put,22.95,26.25,0.4412,-0.8961,0.0109,-0.0585,0.0733,-0.0672
2022-06-06,AAPL,2022-07-01,175.0,Call,0.1,0.11,0.3354,0.0226,0.0042,-0.0139,0.0205,0.0022
2022-06-06,AAPL,2022-07-01,175.0,Put,27.45,31.25,0.4586,-0.9271,0.0081,-0.0462,0.0571,-0.0642
2022-06-06,AAPL,2022-07-01,180.0,Call,0.06,0.07,0.3542,0.014,0.0026,-0.0097,0.0137,0.0014
2022-06-06,AAPL,2022-07-01,180.0,Put,33.5,35.95,0.5774,-0.9051,0.0078,-0.072,0.0672,-0.0717
2022-06-06,AAPL,2022-07-01,185.0,Call,0.01,0.05,0.3699,0.0086,0.0017,-0.0067,0.009,0.0008
2022-06-06,AAPL,2022-07-01,185.0,Put,37.45,41.2,0.5858,-0.9296,0.0062,-0.0578,0.0507,-0.0689
2022-06-06,AAPL,2022-07-01,190.0,Call,0.02,0.03,0.3857,0.0055,0.0011,-0.0046,0.006,0.0005
2022-06-06,AAPL,2022-07-01,190.0,Put,42.45,46.1,0.5942,-0.9481,0.0048,-0.0457,0.0432,-0.0649
2022-06-06,AAPL,2022-07-22,100.0,Call,44.1,47.95,0.5485,0.9799,0.0017,-0.0171,0.0252,0.1219
2022-06-06,AAPL,2022-07-22,100.0,Put,0.18,0.27,0.5485,-0.0201,0.0017,-0.015,0.0252,-0.0040
2022-06-06,AAPL,2022-07-22,105.0,Call,39.3,43.05,0.4629,0.9821,0.0018,-0.0137,0.0228,0.1287
2022-06-06,AAPL,2022-07-22,105.0,Put,0.16,0.56,0.5164,-0.0287,0.0024,-0.019,0.034,-0.0057
2022-06-06,AAPL,2022-07-22,110.0,Call,34.5,38.2,0.3773,0.9859,0.0018,-0.0099,0.0186,0.1358
2022-06-06,AAPL,2022-07-22,110.0,Put,0.35,0.53,0.4844,-0.0406,0.0035,-0.0237,0.0452,-0.0080
2022-06-06,AAPL,2022-07-22,115.0,Call,30.2,33.4,0.4413,0.9468,0.0047,-0.0293,0.0562,0.1343
2022-06-06,AAPL,2022-07-22,115.0,Put,0.61,0.8,0.4677,-0.0627,0.0051,-0.0323,0.064,-0.0124
2022-06-06,AAPL,2022-07-22,120.0,Call,25.1,28.7,0.3922,0.9322,0.0064,-0.0313,0.068,0.1378
2022-06-06,AAPL,2022-07-22,120.0,Put,0.92,1.23,0.4482,-0.0924,0.0071,-0.0417,0.0847,-0.0173
2022-06-06,AAPL,2022-07-22,125.0,Call,21.0,24.75,0.4294,0.866,0.0097,-0.0545,0.112,0.1307
2022-06-06,AAPL,2022-07-22,125.0,Put,1.38,1.64,0.4199,-0.1292,0.0097,-0.0496,0.1091,-0.0241
2022-06-06,AAPL,2022-07-22,130.0,Call,16.9,20.9,0.4291,0.8026,0.0125,-0.0693,0.1441,0.1240
2022-06-06,AAPL,2022-07-22,130.0,Put,1.81,2.24,0.3851,-0.1757,0.013,-0.0557,0.1348,-0.0324
2022-06-06,AAPL,2022-07-22,135.0,Call,13.3,15.4,0.3716,0.75,0.0165,-0.0686,0.1648,0.1200
2022-06-06,AAPL,2022-07-22,135.0,Put,2.99,3.25,0.3741,-0.2511,0.0165,-0.0667,0.1699,-0.0457
2022-06-06,AAPL,2022-07-22,140.0,Call,9.75,11.85,0.3574,0.6589,0.0198,-0.0758,0.1903,0.1077
2022-06-06,AAPL,2022-07-22,140.0,Put,4.2,5.0,0.3609,-0.3424,0.0197,-0.074,0.1898,-0.0618
2022-06-06,AAPL,2022-07-22,145.0,Call,7.0,8.1,0.3346,0.5532,0.0228,-0.0762,0.2051,0.0923
2022-06-06,AAPL,2022-07-22,145.0,Put,6.15,6.5,0.3367,-0.4475,0.0228,-0.074,0.2056,-0.0788
2022-06-06,AAPL,2022-07-22,150.0,Call,4.95,5.3,0.3256,0.4368,0.0233,-0.0736,0.2043,0.0740
2022-06-06,AAPL,2022-07-22,150.0,Put,8.1,10.0,0.3353,-0.5611,0.0228,-0.0731,0.2033,-0.0962
2022-06-06,AAPL,2022-07-22,155.0,Call,3.05,3.35,0.3132,0.321,0.022,-0.0642,0.1857,0.0551
2022-06-06,AAPL,2022-07-22,155.0,Put,11.15,13.35,0.3306,-0.6697,0.0213,-0.0659,0.1926,-0.1102
2022-06-06,AAPL,2022-07-22,160.0,Call,1.55,1.95,0.2956,0.2114,0.0189,-0.0489,0.1501,0.0367
2022-06-06,AAPL,2022-07-22,160.0,Put,14.45,16.0,0.2782,-0.8075,0.0193,-0.0409,0.1452,-0.1164
2022-06-06,AAPL,2022-07-22,165.0,Call,0.96,1.11,0.2973,0.1383,0.0143,-0.0374,0.1145,0.0242
2022-06-06,AAPL,2022-07-22,165.0,Put,19.1,20.15,0.2841,-0.8773,0.0143,-0.0305,0.1109,-0.1129
2022-06-06,AAPL,2022-07-22,170.0,Call,0.44,0.64,0.2925,0.0815,0.0099,-0.0251,0.0782,0.0143
2022-06-06,AAPL,2022-07-22,170.0,Put,22.85,26.4,0.3318,-0.8915,0.0112,-0.0327,0.1008,-0.1156
2022-06-06,AAPL,2022-07-22,175.0,Call,0.21,0.38,0.2946,0.0483,0.0066,-0.0168,0.052,0.0085
2022-06-06,AAPL,2022-07-22,175.0,Put,27.6,31.45,0.3653,-0.9096,0.0089,-0.0314,0.0892,-0.1148
2022-06-06,AAPL,2022-07-22,180.0,Call,0.17,0.25,0.3113,0.0343,0.0047,-0.0134,0.0394,0.0060
2022-06-06,AAPL,2022-07-22,180.0,Put,32.5,36.3,0.3905,-0.9268,0.0072,-0.0284,0.0778,-0.1115
2022-06-06,AAPL,2022-07-22,185.0,Call,0.02,0.29,0.3113,0.0192,0.0029,-0.0083,0.0243,0.0034
2022-06-06,AAPL,2022-07-22,185.0,Put,37.45,41.35,0.3905,-0.9519,0.0053,-0.02,0.0564,-0.0973
2022-06-06,AAPL,2022-07-22,190.0,Call,0.06,0.12,0.3113,0.0104,0.0017,-0.0049,0.0143,0.0018
2022-06-06,AAPL,2022-07-22,190.0,Put,42.45,46.2,0.3905,-0.9698,0.0039,-0.0132,0.0384,-0.0784
2022-06-08,AAPL,2022-06-24,105.0,Call,41.0,45.5,0.6634,0.9945,0.0008,-0.0125,0.0049,0.0456
2022-06-08,AAPL,2022-06-24,105.0,Put,0.01,0.09,0.6634,-0.0055,0.0008,-0.01,0.0049,-0.0004
2022-06-08,AAPL,2022-06-24,110.0,Call,37.9,38.75,0.611,0.9915,0.0012,-0.0162,0.0071,0.0476
2022-06-08,AAPL,2022-06-24,110.0,Put,0.02,0.06,0.611,-0.0085,0.0012,-0.0136,0.0071,-0.0006
2022-06-08,AAPL,2022-06-24,115.0,Call,32.4,33.65,0.5585,0.9868,0.002,-0.021,0.0105,0.0495
2022-06-08,AAPL,2022-06-24,115.0,Put,0.06,0.14,0.5585,-0.0132,0.002,-0.0183,0.0105,-0.0009
2022-06-08,AAPL,2022-06-24,120.0,Call,27.4,28.7,0.5061,0.9792,0.0032,-0.0273,0.0155,0.0512
2022-06-08,AAPL,2022-06-24,120.0,Put,0.1,0.15,0.5061,-0.0208,0.0032,-0.0245,0.0155,-0.0014
2022-06-08,AAPL,2022-06-24,125.0,Call,22.85,24.45,0.5756,0.9287,0.0076,-0.0787,0.0422,0.0499
2022-06-08,AAPL,2022-06-24,125.0,Put,0.18,0.2,0.4528,-0.0333,0.0053,-0.0324,0.023,-0.0022
2022-06-08,AAPL,2022-06-24,130.0,Call,17.7,19.2,0.4244,0.9344,0.0097,-0.0553,0.0396,0.0525
2022-06-08,AAPL,2022-06-24,130.0,Put,0.32,0.37,0.4125,-0.0605,0.0094,-0.0477,0.0372,-0.0041
2022-06-08,AAPL,2022-06-24,133.0,Call,14.0,18.0,0.4663,0.8746,0.0143,-0.0959,0.0639,0.0497
2022-06-08,AAPL,2022-06-24,133.0,Put,0.5,0.54,0.393,-0.0892,0.0132,-0.0611,0.05,-0.0060
2022-06-08,AAPL,2022-06-24,136.0,Call,12.7,13.1,0.3823,0.8648,0.0183,-0.0832,0.0673,0.0504
2022-06-08,AAPL,2022-06-24,136.0,Put,0.65,0.97,0.3779,-0.1323,0.0184,-0.0782,0.0678,-0.0084
2022-06-08,AAPL,2022-06-24,139.0,Call,10.1,10.5,0.3629,0.8078,0.0243,-0.0987,0.0847,0.0479
2022-06-08,AAPL,2022-06-24,139.0,Put,1.02,1.49,0.3648,-0.1932,0.0244,-0.0965,0.0831,-0.0122
2022-06-08,AAPL,2022-06-24,142.0,Call,7.7,8.1,0.3461,0.7303,0.0308,-0.1132,0.1024,0.0439
2022-06-08,AAPL,2022-06-24,142.0,Put,1.52,2.2,0.348,-0.2707,0.0308,-0.1111,0.1038,-0.0169
2022-06-08,AAPL,2022-06-24,145.0,Call,5.65,6.45,0.3555,0.6249,0.0344,-0.1326,0.1175,0.0379
2022-06-08,AAPL,2022-06-24,145.0,Put,2.68,2.74,0.3318,-0.3685,0.0369,-0.1205,0.1184,-0.0226
2022-06-08,AAPL,2022-06-24,148.0,Call,3.95,4.05,0.3211,0.5161,0.0401,-0.1257,0.1235,0.0317
2022-06-08,AAPL,2022-06-24,148.0,Put,3.75,4.4,0.3323,-0.484,0.039,-0.1273,0.1235,-0.0291
2022-06-08,AAPL,2022-06-24,150.0,Call,2.95,3.05,0.3128,0.4343,0.0406,-0.1207,0.1219,0.0268
2022-06-08,AAPL,2022-06-24,150.0,Put,4.85,4.95,0.3097,-0.5673,0.0413,-0.1166,0.1209,-0.0333
2022-06-08,AAPL,2022-06-24,155.0,Call,1.23,1.28,0.296,0.2396,0.0339,-0.0899,0.0962,0.0150
2022-06-08,AAPL,2022-06-24,155.0,Put,8.0,8.25,0.2886,-0.7679,0.0345,-0.0832,0.0956,-0.0410
2022-06-08,AAPL,2022-06-24,157.5,Call,0.56,0.85,0.2845,0.1569,0.0272,-0.0667,0.0744,0.0099
2022-06-08,AAPL,2022-06-24,157.5,Put,10.0,10.4,0.2916,-0.8387,0.0275,-0.0669,0.0769,-0.0417
2022-06-08,AAPL,2022-06-24,160.0,Call,0.43,0.47,0.2906,0.1068,0.0204,-0.0522,0.057,0.0067
2022-06-08,AAPL,2022-06-24,160.0,Put,12.2,12.6,0.2916,-0.8946,0.0206,-0.0492,0.0584,-0.0403
2022-06-08,AAPL,2022-06-24,162.5,Call,0.25,0.3,0.2947,0.0698,0.0147,-0.0385,0.0415,0.0044
2022-06-08,AAPL,2022-06-24,162.5,Put,14.15,15.2,0.2825,-0.9415,0.014,-0.0298,0.0379,-0.0352
2022-06-08,AAPL,2022-06-24,167.5,Call,0.09,0.12,0.3064,0.0293,0.007,-0.0199,0.0207,0.0019
2022-06-08,AAPL,2022-06-24,167.5,Put,17.35,21.8,0.314,-0.9704,0.0076,-0.0186,0.0222,-0.0284
2022-06-08,AAPL,2022-06-24,170.0,Call,0.06,0.08,0.316,0.0199,0.0049,-0.0148,0.0149,0.0013
2022-06-08,AAPL,2022-06-24,170.0,Put,21.55,22.55,0.3311,-0.9781,0.0058,-0.015,0.0179,-0.0250
2022-06-08,AAPL,2022-06-24,175.0,Call,0.03,0.06,0.316,0.0063,0.0018,-0.0055,0.0055,0.0004
